,,,,,,,,,,,,,,,,,,,
순번,대학(원),학과(부),학년,이수구분,이수영역,학수번호,교과목명,교과목명(영문),담당교수,강의실,시간표(교시),시간표(시간),교시유형,학점,수업구분,수업유형,성적평가,집중이수제,원어강의구분
1118,예술체육대학,디자인학부,3,전공심화,전공심화,0009497001,비주얼스토리텔링,Visual Storytelling,박지연,제16호관 예술체육대학-213 컴퓨터실 D[16-213], [16-213:화(7)(8)(9)], [16-213:화(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1119,예술체육대학,디자인학부,3,전공심화,전공심화,0009497002,비주얼스토리텔링,Visual Storytelling,박지연,제16호관 예술체육대학-213 컴퓨터실 D[16-213], [16-213:화(4)(5)(6)], [16-213:화(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1120,예술체육대학,디자인학부,3,전공심화,전공심화,0010587001,데이터주도제품디자인,Data driven Product Design,박동명,제28호관 도시과학대학-203 디자인실3[28-203], [28-203:월(4)(5)(6)], [28-203:월(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1121,예술체육대학,디자인학부,3,전공심화,전공심화,0010990001,제품서비스시스템디자인,Product Service System Design,안혜신,제28호관 도시과학대학-402 입체조형제품실습실[28-402], [28-402:수(3)(4)(5)], [28-402:수(11:00~11:50)(12:00~12:50)(13:00~13:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1122,예술체육대학,디자인학부,3,전공심화,전공심화,0010991001,인포그래픽디자인,Infographic Design,이은영,제16호관 예술체육대학-213 컴퓨터실 D[16-213], [16-213:목(5)(6)(7)], [16-213:목(13:00~13:50)(14:00~14:50)(15:00~15:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1123,예술체육대학,디자인학부,3,전공심화,전공심화,0010991002,인포그래픽디자인,Infographic Design,이은영,제16호관 예술체육대학-213 컴퓨터실 D[16-213], [16-213:목(2)(3)(4)], [16-213:목(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1124,예술체육대학,디자인학부,3,전공심화,전공심화,0011602001,색채와디지털이미지,Color and Digital Image,김지룡,제28호관 도시과학대학-204 디자인실4[28-204], [28-204:금(2)(3)(4)], [28-204:금(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1125,예술체육대학,디자인학부,3,전공심화,전공심화,0011602002,색채와디지털이미지,Color and Digital Image,김지룡,제28호관 도시과학대학-204 디자인실4[28-204], [28-204:금(6)(7)(8)], [28-204:금(14:00~14:50)(15:00~15:50)(16:00~16:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1126,예술체육대학,디자인학부,3,전공심화,전공심화,0011603001,헬스케어서비스디자인,Healthcare Service Design,서명원,제28호관 도시과학대학-402 입체조형제품실습실[28-402], [28-402:목(2)(3)(4)], [28-402:목(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1127,예술체육대학,디자인학부,3,전공심화,전공심화,0011603002,헬스케어서비스디자인,Healthcare Service Design,서명원,제28호관 도시과학대학-402 입체조형제품실습실[28-402], [28-402:목(5)(6)(7)], [28-402:목(13:00~13:50)(14:00~14:50)(15:00~15:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1128,예술체육대학,디자인학부,4,전공심화,전공심화,0008776001,시각디자인프로젝트,Visual Communication Design Project ,전혜연,제16호관 예술체육대학-214 디자인실2[16-214], [16-214:화(4)(5)(6)], [16-214:화(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,일반과목,온라인혼합형강좌,절대평가,일반(1~15주),비대상
1129,예술체육대학,디자인학부,4,전공심화,전공심화,0008777001,미디어디자인프로젝트,Media Design Project,이운형,제28호관 도시과학대학-206 컴퓨터실E[28-206], [28-206:화(4)(5)(6)], [28-206:화(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1130,예술체육대학,디자인학부,4,전공심화,전공심화,0008778001,제품디자인프로젝트,Product Design Project,안혜신,제19호관 융합자유전공대학·국제교류관-210 디자인학부 실습실[19-210], [19-210:월(2)(3)(4)], [19-210:월(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1131,예술체육대학,디자인학부,4,전공심화,전공심화,0009499001,영상디자인프로젝트,Image Design Project,한혜진,제16호관 예술체육대학-214 디자인실2[16-214], [16-214:수(3)(4)(5)], [16-214:수(11:00~11:50)(12:00~12:50)(13:00~13:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1132,예술체육대학,디자인학부,4,전공심화,전공심화,0009499002,영상디자인프로젝트,Image Design Project,유동현,제28호관 도시과학대학-403 컴퓨터실F[28-403], [28-403:목(4)(5)(6)], [28-403:목(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1133,예술체육대학,디자인학부,4,전공심화,전공심화,0010475001,브랜드디자인프로젝트,Brand Design Project,김시연,제28호관 도시과학대학-203 디자인실3[28-203], [28-203:수(4)(5)(6)], [28-203:수(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1134,예술체육대학,디자인학부,4,전공심화,전공심화,0010588001,산업디자인프로젝트,Industrial Design Project,조유석,제19호관 융합자유전공대학·국제교류관-210 디자인학부 실습실[19-210], [19-210:목(4)(5)(6)], [19-210:목(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1135,예술체육대학,공연예술학과,1,전공기초,전공기초,0011006001,공연학개론,Introduction to Performing Arts,김정아,제16호관 예술체육대학-319 강의실[16-319], [16-319:월(1)(2)(3)], [16-319:월(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1136,예술체육대학,공연예술학과,1,전공기초,전공기초,0011008001,연기입문1,Fundamental Acting 1,정지호,제19호관 융합자유전공대학·국제교류관-201 실습실[19-201]," [19-201:월(6)(7)(8)(9),수(4)(5)(6)(7)]"," [19-201:월(14:00~14:50)(15:00~15:50)(16:00~16:50)(17:00~17:50),수(12:00~12:50)(13:00~13:50)(14:00~14:50)(15:00~15:50)]",50분(표준),4,일반과목,실험실습,절대평가,일반(1~15주),비대상
1137,예술체육대학,공연예술학과,1,전공기초,전공기초,0011008002,연기입문1,Fundamental Acting 1,정지호,제19호관 융합자유전공대학·국제교류관-201 실습실[19-201]," [19-201:화(9)(야1)(야2)(야3),금(야1)(야2)(야3)(야4)]"," [19-201:화(17:00~17:50)(18:00~18:50)(18:55~19:45)(19:50~20:40),금(18:00~18:50)(18:55~19:45)(19:50~20:40)(20:45~21:35)]",50분(표준),4,일반과목,실험실습,절대평가,일반(1~15주),비대상
1138,예술체육대학,공연예술학과,1,전공심화,전공심화,0003485001,무대기술1,Stage Lighting and Design 1,최세헌,제23호관 강당및공연장-B114 실습실[23-B114], [23-B114:목(7)(8)(9)], [23-B114:목(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1139,예술체육대학,공연예술학과,1,전공심화,전공심화,0011007001,소리와리듬1,Sound and Rhythm 1,고석용,제23호관 강당및공연장-103 리허설실(전시공간)[23-103], [23-103:목(1)(2)(3)], [23-103:목(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1140,예술체육대학,공연예술학과,1,전공심화,전공심화,0011481001,움직임기초1,Fundamental Movement 1,오정은,제23호관 강당및공연장-103 리허설실(전시공간)[23-103], [23-103:금(1)(2)(3)], [23-103:금(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1141,예술체육대학,공연예술학과,1,전공심화,전공심화,0011481002,움직임기초1,Fundamental Movement 1,오정은,제23호관 강당및공연장-103 리허설실(전시공간)[23-103], [23-103:금(4)(5)(6)], [23-103:금(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1142,예술체육대학,공연예술학과,1,전공심화,전공심화,0012429001,연기화술1,Acting and Speech 1,최용진,제19호관 융합자유전공대학·국제교류관-201 실습실[19-201], [19-201:목(야2)(야3)(야4)], [19-201:목(18:55~19:45)(19:50~20:40)(20:45~21:35)],50분(표준),2,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
1143,예술체육대학,공연예술학과,1,전공심화,전공심화,0012429002,연기화술1,Acting and Speech 1,최용진,제19호관 융합자유전공대학·국제교류관-201 실습실[19-201], [19-201:금(7)(8)(9)], [19-201:금(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
1144,예술체육대학,공연예술학과,1,전공심화,전공심화,0012495001,무대분장1,Stage Makeup 1,임유경,제23호관 강당및공연장-103 리허설실(전시공간)[23-103], [23-103:화(1)(2)(3)], [23-103:화(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
1145,예술체육대학,공연예술학과,1,전공심화,전공심화,0012495002,무대분장1,Stage Makeup 1,임유경,제23호관 강당및공연장-103 리허설실(전시공간)[23-103], [23-103:화(4)(5)(6)], [23-103:화(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
1146,예술체육대학,공연예술학과,2,전공기초,전공기초,0004834001,현대공연예술론, Theory of Contemporary Performing Arts,임일진,제16호관 예술체육대학-319 강의실[16-319], [16-319:수(1)(2)(3)], [16-319:수(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1147,예술체육대학,공연예술학과,2,전공심화,전공심화,0001053001,연출론,THEORY OF STAGE DIRECTION,정지호,제16호관 예술체육대학-319 강의실[16-319], [16-319:수(8)(9)(야1)], [16-319:수(16:00~16:50)(17:00~17:50)(18:00~18:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1148,예술체육대학,공연예술학과,2,전공심화,전공심화,0009504001,성격구축실습,Character building practice,황세원,제23호관 강당및공연장-103 리허설실(전시공간)[23-103], [23-103:월(5)(6)(7)], [23-103:월(13:00~13:50)(14:00~14:50)(15:00~15:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1149,예술체육대학,공연예술학과,2,전공심화,전공심화,0009504002,성격구축실습,Character building practice,황세원,제23호관 강당및공연장-103 리허설실(전시공간)[23-103], [23-103:월(8)(9)(야1)], [23-103:월(16:00~16:50)(17:00~17:50)(18:00~18:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1150,예술체육대학,공연예술학과,2,전공심화,전공심화,0011002001,대본분석과장면발표,Script Analysis and Scene Presentation,박근수,제23호관 강당및공연장-B121 연습실-1[23-B121]," [23-B121:월(8)(9)(야1)(야2),화(2)(3)(4)(5)]"," [23-B121:월(16:00~16:50)(17:00~17:50)(18:00~18:50)(18:55~19:45),화(10:00~10:50)(11:00~11:50)(12:00~12:50)(13:00~13:50)]",50분(표준),4,일반과목,실험실습,절대평가,일반(1~15주),비대상
1151,예술체육대학,공연예술학과,2,전공심화,전공심화,0011002002,대본분석과장면발표,Script Analysis and Scene Presentation,차지수,제19호관 융합자유전공대학·국제교류관-201 실습실[19-201]," [19-201:화(2)(3)(4)(5),목(4)(5)(6)(7)]"," [19-201:화(10:00~10:50)(11:00~11:50)(12:00~12:50)(13:00~13:50),목(12:00~12:50)(13:00~13:50)(14:00~14:50)(15:00~15:50)]",50분(표준),4,일반과목,실험실습,절대평가,일반(1~15주),비대상
1152,예술체육대학,공연예술학과,2,전공심화,전공심화,0012430001,무대음향실습1,Stage Sound1,안창용,제23호관 강당및공연장-B124 연습실-2[23-B124], [23-B124:수(5)(6)(7)], [23-B124:수(13:00~13:50)(14:00~14:50)(15:00~15:50)],50분(표준),2,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
1153,예술체육대학,공연예술학과,2,전공심화,전공심화,0012431001,무대의상2,Stage Costume2,임일진,제16호관 예술체육대학-319 강의실[16-319], [16-319:화(7)(8)(9)], [16-319:화(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
1154,예술체육대학,공연예술학과,2,전공심화,전공심화,0012432001,무대조명실습1,Stage Lighting Practicum1,여국군,제23호관 강당및공연장-104 객석(공연장)[23-104], [23-104:목(1)(2)(3)], [23-104:목(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
1155,예술체육대학,공연예술학과,2,전공심화,전공심화,0012433001,연기화술3,Acting and Speech 3,최용진,제19호관 융합자유전공대학·국제교류관-201 실습실[19-201], [19-201:목(8)(9)(야1)], [19-201:목(16:00~16:50)(17:00~17:50)(18:00~18:50)],50분(표준),2,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
1156,예술체육대학,공연예술학과,2,전공심화,전공심화,0012433002,연기화술3,Acting and Speech 3,최용진,제19호관 융합자유전공대학·국제교류관-201 실습실[19-201], [19-201:금(4)(5)(6)], [19-201:금(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
1157,예술체육대학,공연예술학과,3,전공핵심,전공핵심,0005963001,무대미술2,Scene Design2,임일진,제16호관 예술체육대학-319 강의실[16-319], [16-319:화(2)(3)(4)], [16-319:화(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
1158,예술체육대학,공연예술학과,3,전공핵심,전공핵심,0011004001,연극제작2,Theatre Production 2,구태환,제23호관 강당및공연장-B121 연습실-1[23-B121]," [23-B121:월(1)(2)(3)(4),수(5)(6)(7)(8)]"," [23-B121:월(09:00~09:50)(10:00~10:50)(11:00~11:50)(12:00~12:50),수(13:00~13:50)(14:00~14:50)(15:00~15:50)(16:00~16:50)]",50분(표준),4,일반과목,실험실습,절대평가,일반(1~15주),비대상
1159,예술체육대학,공연예술학과,3,전공핵심,전공핵심,0011004002,연극제작2,Theatre Production 2,마찬호,제23호관 강당및공연장-B114 실습실[23-B114]," [23-B114:월(1)(2)(3)(4),수(5)(6)(7)(8)]"," [23-B114:월(09:00~09:50)(10:00~10:50)(11:00~11:50)(12:00~12:50),수(13:00~13:50)(14:00~14:50)(15:00~15:50)(16:00~16:50)]",50분(표준),4,일반과목,실험실습,절대평가,일반(1~15주),비대상
1160,예술체육대학,공연예술학과,3,전공심화,전공심화,0003483001,연출기법2,Directing 2,구태환,제23호관 강당및공연장-B124 연습실-2[23-B124], [23-B124:화(5)(6)(7)], [23-B124:화(13:00~13:50)(14:00~14:50)(15:00~15:50)],50분(표준),2,일반과목,이론실험실습,절대평가,일반(1~15주),비대상
